Channel 0,Channel 1,Channel 2,Channel 3
m,y
4,27,17,0
t,h,e,i,r
-7.174211248285322,98.47667407172325,70.56631892697467,-42.767175572519086
m,y
4,27,17,0
t,h,e,i,r
-7.47599451303155,97.35004760393525,70.1043219076006,-42.55725190839695
m,y
4,27,17,0
t,h,e,i,r
-7.832647462277091,97.3024436686766,70.34277198211625,-42.48091603053435
m,y
4,26,17,0
t,h,e,i,r
-7.119341563786008,96.302761028245,69.91058122205663,-42.93893129770993
m,y
4,27,17,1
t,h,e,i,r
-8.038408779149519,97.03268803554427,69.65722801788377,-42.156488549618324
m,y
4,26,17,0
t,h,e,i,r
-7.270233196159121,95.47762615042843,69.4634873323398,-43.07251908396947
m,y
3,26,17,0
t,h,e,i,r
-8.353909465020575,95.96953348143445,68.97168405365127,-42.44274809160306
m,y
4,26,17,0
t,h,e,i,r
-7.681755829903977,95.65217391304347,69.19523099850969,-43.03435114503817
m,y
3,26,17,0
t,h,e,i,r
-8.29903978052126,95.1443986036179,68.64381520119225,-42.51908396946565
m,y
4,26,17,0
t,h,e,i,r
-8.106995884773662,95.1126626467788,68.86736214605068,-42.958015267175576
m,y
3,26,17,0
t,h,e,i,r
-8.29903978052126,94.44620755315772,68.46497764530552,-42.70992366412214
m,y
3,26,17,0
t,h,e,i,r
-8.436213991769547,94.62075531577277,68.52459016393443,-42.900763358778626
m,y
3,26,16,0
t,h,e,i,r
-8.422496570644718,93.9225642653126,68.18181818181819,-42.88167938931298
m,y
3,26,16,0
t,h,e,i,r
-8.68312757201646,94.04950809266899,68.19672131147541,-42.93893129770993
m,y
3,26,16,0
t,h,e,i,r
-8.545953360768175,93.41478895588702,68.00298062593146,-43.01526717557252
m,y
3,26,16,1
t,h,e,i,r
-9.05349794238683,95.41415423675024,67.46646795827124,-42.30916030534351
m,y
4,26,16,0
t,h,e,i,r
-7.722908093278463,93.08156140907649,67.77943368107303,-43.091603053435115
m,y
3,26,16,0
t,h,e,i,r
-8.50480109739369,93.39892097746747,67.18330849478392,-42.88167938931298
m,y
3,26,16,0
t,h,e,i,r
-8.532235939643346,93.68454458901935,67.27272727272728,-43.05343511450382
m,y
4,25,16,0
t,h,e,i,r
-7.969821673525376,92.60552205649,66.98956780923994,-43.20610687022901
m,y
3,25,16,0
t,h,e,i,r
-8.68312757201646,92.4785782291336,66.61698956780924,-42.97709923664122
m,y
3,25,16,0
